from,to,year,value
AUS,AUT,1984,20.6
AUS,AUT,1985,23.1
AUS,AUT,1986,26.700001
AUS,AUT,1987,35.700001
AUS,AUT,1988,32.282455
AUS,AUT,1989,25.636576
AUS,AUT,1990,23.73024
AUS,AUT,1991,28.680279
AUS,AUT,1992,33.280563
AUS,AUT,1993,24.991386
AUS,AUT,1994,33.093075
AUS,AUT,1995,22.492098
AUS,AUT,1996,23.476187
AUS,AUT,1997,25.850843
AUS,AUT,1998,34.296692
AUS,AUT,1999,29.0807
AUS,AUT,2000,25.0319
AUS,AUT,2001,40.918999
AUS,AUT,2002,37.524101
AUS,AUT,2003,45.687801
AUS,AUT,2004,58.892899
AUS,AUT,2005,75.979202
AUS,AUT,2006,96.275497
AUS,AUT,2007,102.7913
AUS,AUT,2008,79.2976
AUS,AUT,2009,58.374199
AUS,AUT,2010,50.5056
AUS,AUT,2011,79.102203
AUS,AUT,2012,51.889301
AUS,AUT,2013,60.960999
AUS,AUT,2014,89.750397
AUS,BEL,1984,153.2581
AUS,BEL,1985,158.04671
AUS,BEL,1986,180.2527
AUS,BEL,1987,246.6382
AUS,BEL,1988,373.4487
AUS,BEL,1989,423.7735
AUS,BEL,1990,382.50391
AUS,BEL,1991,331.06421
AUS,BEL,1992,396.1066
AUS,BEL,1993,277.81589
AUS,BEL,1994,308.0853
AUS,BEL,1995,330.6853
AUS,BEL,1996,422.51959
AUS,BEL,1997,613.40167
AUS,BEL,1998,695.65503
AUS,BEL,1999,715.60883
AUS,BEL,2000,579.94739
AUS,BEL,2001,500.70001
AUS,BEL,2002,585.56
AUS,BEL,2003,547.41107
AUS,BEL,2004,783.89948
AUS,BEL,2005,1090.2982
AUS,BEL,2006,1570.885
AUS,BEL,2007,1778.4904
AUS,BEL,2008,1643.6625
AUS,BEL,2009,963.84448
AUS,BEL,2010,1299.6289
AUS,BEL,2011,1908.0525
AUS,BEL,2012,2153.7253
AUS,BEL,2013,1738.199
AUS,BEL,2014,1402.7072
AUS,CAN,1984,323.39999
AUS,CAN,1985,297
AUS,CAN,1986,397.10001
AUS,CAN,1987,465.20001
AUS,CAN,1988,592.2066
AUS,CAN,1989,574.27094
AUS,CAN,1990,722.66681
AUS,CAN,1991,640.34601
AUS,CAN,1992,664.41003
AUS,CAN,1993,903.78595
AUS,CAN,1994,938.7182
AUS,CAN,1995,1029.1528
AUS,CAN,1996,1042.2727
AUS,CAN,1997,931.41229
AUS,CAN,1998,943.98608
AUS,CAN,1999,892.7276
AUS,CAN,2000,1143.5201
AUS,CAN,2001,1129.8757
AUS,CAN,2002,1196.0728
AUS,CAN,2003,1262.4917
AUS,CAN,2004,1497.386
AUS,CAN,2005,1583.5529
AUS,CAN,2006,1543.4319
AUS,CAN,2007,1840.0708
AUS,CAN,2008,1712.5619
AUS,CAN,2009,1575.2618
AUS,CAN,2010,1730.6746
AUS,CAN,2011,1964.8545
AUS,CAN,2012,2287.0044
AUS,CAN,2013,1923.5378
AUS,CAN,2014,1435.6946
AUS,CHE,1984,41.200001
AUS,CHE,1985,44.799999
AUS,CHE,1986,56
AUS,CHE,1987,62.099998
AUS,CHE,1988,58
AUS,CHE,1989,70.808319
AUS,CHE,1990,72.026985
AUS,CHE,1991,83.96492
AUS,CHE,1992,113.08896
AUS,CHE,1993,79.813515
AUS,CHE,1994,90.261635
AUS,CHE,1995,83.789932
AUS,CHE,1996,92.293289
AUS,CHE,1997,106.40171
AUS,CHE,1998,119.82088
AUS,CHE,1999,146.39999
AUS,CHE,2000,117.78941
AUS,CHE,2001,101.81155
AUS,CHE,2002,103.23942
AUS,CHE,2003,114.93756
AUS,CHE,2004,122.62672
AUS,CHE,2005,133.3284
AUS,CHE,2006,141.50827
AUS,CHE,2007,158.9176
AUS,CHE,2008,217.00984
AUS,CHE,2009,261.07376
AUS,CHE,2010,306.26572
AUS,CHE,2011,555.48016
AUS,CHE,2012,371.73331
AUS,CHE,2013,307.04214
AUS,CHE,2014,230.81929
AUS,CZE,1993,20.005697
AUS,CZE,1994,21.690279
AUS,CZE,1995,28.179178
AUS,CZE,1996,45.465237
AUS,CZE,1997,57.353619
AUS,CZE,1998,54.123371
AUS,CZE,1999,36.937588
AUS,CZE,2000,53.406334
AUS,CZE,2001,72.995293
AUS,CZE,2002,64.208771
AUS,CZE,2003,64.575134
AUS,CZE,2004,90.914627
AUS,CZE,2005,86.951828
AUS,CZE,2006,53.159863
AUS,CZE,2007,19.367901
AUS,CZE,2008,32.221199
AUS,CZE,2009,16.7612
AUS,CZE,2010,16.802401
AUS,CZE,2011,21.063
AUS,CZE,2012,16.2096
AUS,CZE,2013,94.368599
AUS,CZE,2014,99.6409
AUS,DEU,1990,1356.0703
AUS,DEU,1991,1259.6521
AUS,DEU,1992,1371.9135
AUS,DEU,1993,977.84973
AUS,DEU,1994,1116.4779
AUS,DEU,1995,1198.6625
AUS,DEU,1996,1039.7168
AUS,DEU,1997,1124.5411
AUS,DEU,1998,1259.0303
AUS,DEU,1999,1052.064
AUS,DEU,2000,1145.585
AUS,DEU,2001,1110.702
AUS,DEU,2002,1180.858
AUS,DEU,2003,1174.6071
AUS,DEU,2004,1599.736
AUS,DEU,2005,1562.976
AUS,DEU,2006,1325.915
AUS,DEU,2007,1426.6108
AUS,DEU,2008,1698.7336
AUS,DEU,2009,1757.6212
AUS,DEU,2010,1937.9574
AUS,DEU,2011,2747.887
AUS,DEU,2012,2522.4861
AUS,DEU,2013,2184.9519
AUS,DEU,2014,1681.3456
AUS,DNK,1984,79.709999
AUS,DNK,1985,110.85
AUS,DNK,1986,107.4
AUS,DNK,1987,137.69
AUS,DNK,1988,67.120003
AUS,DNK,1989,76.821938
AUS,DNK,1990,65.113968
AUS,DNK,1991,95.686935
AUS,DNK,1992,83.997314
AUS,DNK,1993,39.623135
AUS,DNK,1994,54.644196
AUS,DNK,1995,72.528992
AUS,DNK,1996,97.044983
AUS,DNK,1997,83.480873
AUS,DNK,1998,68.530434
AUS,DNK,1999,53.580002
AUS,DNK,2000,51.252174
AUS,DNK,2001,56.639473
AUS,DNK,2002,70.718201
AUS,DNK,2003,106.21352
AUS,DNK,2004,143.29692
AUS,DNK,2005,155.002
AUS,DNK,2006,154.8717
AUS,DNK,2007,171.15759
AUS,DNK,2008,157.7476
AUS,DNK,2009,129.7005
AUS,DNK,2010,130.60789
AUS,DNK,2011,173.87469
AUS,DNK,2012,158.7899
AUS,DNK,2013,104.6165
AUS,DNK,2014,95.3452
AUS,ESP,1984,133.03999
AUS,ESP,1985,148.64999
AUS,ESP,1986,211.2
AUS,ESP,1987,238.81
AUS,ESP,1988,225.39
AUS,ESP,1989,244.08321
AUS,ESP,1990,191.42633
AUS,ESP,1991,210.09207
AUS,ESP,1992,250.28363
AUS,ESP,1993,228.82213
AUS,ESP,1994,302.35608
AUS,ESP,1995,302.93777
AUS,ESP,1996,268.77921
AUS,ESP,1997,344.83621
AUS,ESP,1998,336.99951
AUS,ESP,1999,386.67401
AUS,ESP,2000,432.2847
AUS,ESP,2001,393.50369
AUS,ESP,2002,446.45071
AUS,ESP,2003,505.6532
AUS,ESP,2004,579.86133
AUS,ESP,2005,789.69971
AUS,ESP,2006,1042.0424
AUS,ESP,2007,1041.3994
AUS,ESP,2008,1104.5562
AUS,ESP,2009,580.21851
AUS,ESP,2010,717.42102
AUS,ESP,2011,1147.1945
AUS,ESP,2012,735.4613
AUS,ESP,2013,471.9982
AUS,ESP,2014,592.65637
AUS,FIN,1984,40.84
AUS,FIN,1985,41.93
AUS,FIN,1986,48.830002
AUS,FIN,1987,41.389999
AUS,FIN,1988,77.910004
AUS,FIN,1989,87.899986
AUS,FIN,1990,70.617653
AUS,FIN,1991,78.526703
AUS,FIN,1992,119.80315
AUS,FIN,1993,75.234344
AUS,FIN,1994,132.80795
AUS,FIN,1995,215.04604
AUS,FIN,1996,263.14789
AUS,FIN,1997,195.45186
AUS,FIN,1998,185.75696
AUS,FIN,1999,184.69679
AUS,FIN,2000,293.03589
AUS,FIN,2001,223.7494
AUS,FIN,2002,215.3075
AUS,FIN,2003,319.73401
AUS,FIN,2004,461.76541
AUS,FIN,2005,410.2056
AUS,FIN,2006,865.83759
AUS,FIN,2007,1269.5094
AUS,FIN,2008,893.35541
AUS,FIN,2009,275.30649
AUS,FIN,2010,335.67941
AUS,FIN,2011,370.9856
AUS,FIN,2012,174.7823
AUS,FIN,2013,109.6479
AUS,FIN,2014,56.182899
AUS,FRA,1984,632.09998
AUS,FRA,1985,611.70001
AUS,FRA,1986,750.5
AUS,FRA,1987,950.90002
AUS,FRA,1988,1037
AUS,FRA,1989,988.39911
AUS,FRA,1990,873.12354
AUS,FRA,1991,804.05493
AUS,FRA,1992,949.60333
AUS,FRA,1993,593.41681
AUS,FRA,1994,753.60468
AUS,FRA,1995,879.92328
AUS,FRA,1996,747.18518
AUS,FRA,1997,845.41095
AUS,FRA,1998,776.96411
AUS,FRA,1999,669.48431
AUS,FRA,2000,690.01031
AUS,FRA,2001,706.67133
AUS,FRA,2002,793.25592
AUS,FRA,2003,1046.2369
AUS,FRA,2004,1160.9916
AUS,FRA,2005,1220.0548
AUS,FRA,2006,1294.0852
AUS,FRA,2007,1283.4854
AUS,FRA,2008,1660.8813
AUS,FRA,2009,1143.0419
AUS,FRA,2010,1118.6774
AUS,FRA,2011,1167.9797
AUS,FRA,2012,1299.2954
AUS,FRA,2013,1123.922
AUS,FRA,2014,984.65021
AUS,GBR,1984,799.40002
AUS,GBR,1985,962.59998
AUS,GBR,1986,947.40002
AUS,GBR,1987,1104.2
AUS,GBR,1988,1319.7872
AUS,GBR,1989,1415.2185
AUS,GBR,1990,1708.8582
AUS,GBR,1991,1530.1353
AUS,GBR,1992,1891.6512
AUS,GBR,1993,1499.4918
AUS,GBR,1994,1631.0333
AUS,GBR,1995,1752.5577
AUS,GBR,1996,2022.3018
AUS,GBR,1997,2253.9932
AUS,GBR,1998,2365.6853
AUS,GBR,1999,2265.54
AUS,GBR,2000,2390.6179
AUS,GBR,2001,2646.2285
AUS,GBR,2002,2665.4885
AUS,GBR,2003,2984.8911
AUS,GBR,2004,3473.0479
AUS,GBR,2005,4101.791
AUS,GBR,2006,6100.4653
AUS,GBR,2007,6672.9692
AUS,GBR,2008,8005.5386
AUS,GBR,2009,5645.4985
AUS,GBR,2010,6421.6348
AUS,GBR,2011,7698.5381
AUS,GBR,2012,6840.6616
AUS,GBR,2013,3352.2646
AUS,GBR,2014,3115.189
AUS,GRC,1984,23.26
AUS,GRC,1985,32.695
AUS,GRC,1986,42.130001
AUS,GRC,1987,37.150558
AUS,GRC,1988,32.17112
AUS,GRC,1989,16.261028
AUS,GRC,1990,14.091484
AUS,GRC,1991,17.608294
AUS,GRC,1992,17.104061
AUS,GRC,1993,14.215
AUS,GRC,1994,9.5850573
AUS,GRC,1995,10.989609
AUS,GRC,1996,19.9
AUS,GRC,1997,23.672112
AUS,GRC,1998,24.501747
AUS,GRC,1999,31.057699
AUS,GRC,2000,33.586849
AUS,GRC,2001,36.116001
AUS,GRC,2002,32.4105
AUS,GRC,2003,27.1945
AUS,GRC,2004,44.626598
AUS,GRC,2005,31.757799
AUS,GRC,2006,34.9603
AUS,GRC,2007,99.510803
AUS,GRC,2008,57.058498
AUS,GRC,2009,54.098099
AUS,GRC,2010,29.7362
AUS,GRC,2011,35.775101
AUS,GRC,2012,14.752
AUS,GRC,2013,10.6305
AUS,GRC,2014,12.7757
AUS,HKG,1990,767.72
AUS,HKG,1990,767.72
AUS,HKG,1991,949.06
AUS,HKG,1991,949.06
AUS,HKG,1992,1133.21
AUS,HKG,1992,1133.21
AUS,HKG,1993,1309.59
AUS,HKG,1993,1309.59
AUS,HKG,1994,1411.8
AUS,HKG,1994,1411.8
AUS,HKG,1995,1796.45
AUS,HKG,1995,1796.45
AUS,HKG,1996,2023.53
AUS,HKG,1996,2023.53
AUS,HKG,1997,2179.99
AUS,HKG,1997,2179.99
AUS,HKG,1998,1887.41
AUS,HKG,1998,1887.41
AUS,HKG,1999,1560.29
AUS,HKG,1999,1560.29
AUS,HKG,2000,1713.37
AUS,HKG,2000,1713.37
AUS,HKG,2001,1624.81
AUS,HKG,2001,1624.81
AUS,HKG,2002,1614.31
AUS,HKG,2002,1614.31
AUS,HKG,2003,1613.3
AUS,HKG,2003,1613.3
AUS,HKG,2004,1735.86
AUS,HKG,2004,1735.86
AUS,HKG,2005,1747.33
AUS,HKG,2005,1747.33
AUS,HKG,2006,2116.4
AUS,HKG,2006,2116.4
AUS,HKG,2007,2093.06
AUS,HKG,2007,2093.06
AUS,HKG,2008,2083.47
AUS,HKG,2008,2083.47
AUS,HKG,2009,2024.82
AUS,HKG,2009,2024.82
AUS,HKG,2010,2070.44
AUS,HKG,2010,2070.44
AUS,HKG,2011,2477.61
AUS,HKG,2011,2477.61
AUS,HKG,2012,2294.14
AUS,HKG,2012,2294.14
AUS,HKG,2013,2255.45
AUS,HKG,2013,2255.45
AUS,HKG,2014,2157.41
AUS,HKG,2014,2157.41
AUS,HKG,2015,4862.88
AUS,HKG,2015,4862.88
AUS,HKG,2016,6137.17
AUS,HKG,2016,6137.17
AUS,HKG,2017,9082.73
AUS,HKG,2017,9082.73
AUS,HKG,2018,7184.71
AUS,HKG,2018,7184.71
AUS,HKG,2019,4655.99
AUS,HKG,2019,4655.99
AUS,HUN,1984,30.51
AUS,HUN,1985,28.290001
AUS,HUN,1986,11.75
AUS,HUN,1987,11.41
AUS,HUN,1988,16.709999
AUS,HUN,1989,10.397229
AUS,HUN,1990,6.8189874
AUS,HUN,1991,6.2594938
AUS,HUN,1992,5.6999998
AUS,HUN,1993,4.6999998
AUS,HUN,1994,3.8
AUS,HUN,1995,4.8000002
AUS,HUN,1996,11.914
AUS,HUN,1997,14.846
AUS,HUN,1998,21.677
AUS,HUN,1999,16.367001
AUS,HUN,2000,21.9
AUS,HUN,2001,28.872999
AUS,HUN,2002,20.771999
AUS,HUN,2003,35.073002
AUS,HUN,2004,32.792999
AUS,HUN,2005,19.3125
AUS,HUN,2006,15.0754
AUS,HUN,2007,17.777901
AUS,HUN,2008,18.509199
AUS,HUN,2009,9.6182003
AUS,HUN,2010,11.9915
AUS,HUN,2011,15.8884
AUS,HUN,2012,21.3915
AUS,HUN,2013,24.5462
AUS,HUN,2014,23.082001
AUS,IDN,1984,372
AUS,IDN,1985,460.5
AUS,IDN,1986,413.5
AUS,IDN,1987,462.70001
AUS,IDN,1988,578.59998
AUS,IDN,1989,943.85895
AUS,IDN,1990,1206.4607
AUS,IDN,1991,1377.9366
AUS,IDN,1992,1412.9615
AUS,IDN,1993,1399.3739
AUS,IDN,1994,1541.964
AUS,IDN,1995,2015.5389
AUS,IDN,1996,2535.082
AUS,IDN,1997,2426.7329
AUS,IDN,1998,1760.4974
AUS,IDN,1999,1460.4298
AUS,IDN,2000,1693.7566
AUS,IDN,2001,1814.1276
AUS,IDN,2002,1587.2476
AUS,IDN,2003,1648.4169
AUS,IDN,2004,2214.917
AUS,IDN,2005,2567.1404
AUS,IDN,2006,2986.2649
AUS,IDN,2007,3004.012
AUS,IDN,2008,4005.314
AUS,IDN,2009,3436.0151
AUS,IDN,2010,4099.0386
AUS,IDN,2011,5177.0688
AUS,IDN,2012,5297.6475
AUS,IDN,2013,5038.1665
AUS,IDN,2014,5647.5024
AUS,IND,1984,297.64011
AUS,IND,1985,411.84436
AUS,IND,1986,332.09543
AUS,IND,1987,342.83069
AUS,IND,1988,425.0007
AUS,IND,1989,432.66263
AUS,IND,1990,756.76648
AUS,IND,1991,560.83899
AUS,IND,1992,826.31561
AUS,IND,1993,685.82208
AUS,IND,1994,840.98608
AUS,IND,1995,944.65002
AUS,IND,1996,1089.1542
AUS,IND,1997,1443.5
AUS,IND,1998,1455.15
AUS,IND,1999,1172.6
AUS,IND,2000,1067.55
AUS,IND,2001,1217.6693
AUS,IND,2002,1329.1155
AUS,IND,2003,2321.1121
AUS,IND,2004,3333.1267
AUS,IND,2005,4667.0684
AUS,IND,2006,6493.0664
AUS,IND,2007,7629.7373
AUS,IND,2008,8276.6182
AUS,IND,2009,10743.832
AUS,IND,2010,12073.745
AUS,IND,2011,13424.052
AUS,IND,2012,13619.929
AUS,IND,2013,11093.982
AUS,IND,2014,10004.076
AUS,IRL,1984,4.1100001
AUS,IRL,1985,8.3800001
AUS,IRL,1986,6.8000002
AUS,IRL,1987,9.4399996
AUS,IRL,1988,13.984582
AUS,IRL,1989,23.14706
AUS,IRL,1990,17.860445
AUS,IRL,1991,16.298294
AUS,IRL,1992,18.51757
AUS,IRL,1993,20.60705
AUS,IRL,1994,23.636766
AUS,IRL,1995,37.503452
AUS,IRL,1996,37.933624
AUS,IRL,1997,39.575199
AUS,IRL,1998,52.15588
AUS,IRL,1999,60.131001
AUS,IRL,2000,67.436897
AUS,IRL,2001,83.412804
AUS,IRL,2002,109.549
AUS,IRL,2003,121.9458
AUS,IRL,2004,196.3307
AUS,IRL,2005,143.8273
AUS,IRL,2006,154.88251
AUS,IRL,2007,208.1366
AUS,IRL,2008,162.80701
AUS,IRL,2009,98.289299
AUS,IRL,2010,120.3896
AUS,IRL,2011,105.029
AUS,IRL,2012,89.122299
AUS,IRL,2013,92.912498
AUS,IRL,2014,111.004
AUS,ITA,1984,565.40002
AUS,ITA,1985,566.79999
AUS,ITA,1986,605.59998
AUS,ITA,1987,666.20001
AUS,ITA,1988,984.90002
AUS,ITA,1989,999.22681
AUS,ITA,1990,978.97449
AUS,ITA,1991,859.37701
AUS,ITA,1992,883.23364
AUS,ITA,1993,751.61475
AUS,ITA,1994,912.09082
AUS,ITA,1995,1112.9781
AUS,ITA,1996,1178.2726
AUS,ITA,1997,1212.7136
AUS,ITA,1998,1416.8274
AUS,ITA,1999,1012.5299
AUS,ITA,2000,1257.5389
AUS,ITA,2001,1363.5413
AUS,ITA,2002,1230.2067
AUS,ITA,2003,1230.6469
AUS,ITA,2004,1354.8221
AUS,ITA,2005,1438.665
AUS,ITA,2006,1570.2461
AUS,ITA,2007,1754.5677
AUS,ITA,2008,1743.5275
AUS,ITA,2009,944.02521
AUS,ITA,2010,1072.1165
AUS,ITA,2011,1465.2545
AUS,ITA,2012,932.3551
AUS,ITA,2013,728.48511
AUS,ITA,2014,637.20453
AUS,JPN,1984,7278.2002
AUS,JPN,1985,7516
AUS,JPN,1986,7046.2002
AUS,JPN,1987,7973.3999
AUS,JPN,1988,10284.7
AUS,JPN,1989,11502.739
AUS,JPN,1990,12358.548
AUS,JPN,1991,12965.383
AUS,JPN,1992,12409.137
AUS,JPN,1993,12252.784
AUS,JPN,1994,13574.069
AUS,JPN,1995,14514.184
AUS,JPN,1996,14227.548
AUS,JPN,1997,14546.128
AUS,JPN,1998,12989.242
AUS,JPN,1999,12808.398
AUS,JPN,2000,14774.328
AUS,JPN,2001,14385.121
AUS,JPN,2002,13986.132
AUS,JPN,2003,15005.42
AUS,JPN,2004,19403.838
AUS,JPN,2005,24406.434
AUS,JPN,2006,27775.82
AUS,JPN,2007,31059.9
AUS,JPN,2008,47683.434
AUS,JPN,2009,34737.145
AUS,JPN,2010,45187.953
AUS,JPN,2011,56733.355
AUS,JPN,2012,56508.93
AUS,JPN,2013,50970.09
AUS,JPN,2014,48127.34
AUS,KOR,1984,1095.8
AUS,KOR,1985,1120.1
AUS,KOR,1986,1079.6
AUS,KOR,1987,1279.4
AUS,KOR,1988,1794.3
AUS,KOR,1989,2227.4622
AUS,KOR,1990,2589.6001
AUS,KOR,1991,3009.6001
AUS,KOR,1992,3086.3999
AUS,KOR,1993,3346.8
AUS,KOR,1994,3782.3999
AUS,KOR,1995,4897.2002
AUS,KOR,1996,6272.3999
AUS,KOR,1997,5892
AUS,KOR,1998,4620
AUS,KOR,1999,4672.7998
AUS,KOR,2000,5958.7017
AUS,KOR,2001,5534.1445
AUS,KOR,2002,5973.3779
AUS,KOR,2003,5915.8242
AUS,KOR,2004,7437.75
AUS,KOR,2005,9859.5576
AUS,KOR,2006,11309.452
AUS,KOR,2007,13232.472
AUS,KOR,2008,18000.311
AUS,KOR,2009,14756.068
AUS,KOR,2010,20456.219
AUS,KOR,2011,26322.648
AUS,KOR,2012,22987.92
AUS,KOR,2013,20784.764
AUS,KOR,2014,20413.066
AUS,KWT,1984,212.8
AUS,KWT,1985,138.05338
AUS,KWT,1986,156.86455
AUS,KWT,1987,102.84456
AUS,KWT,1988,109.65875
AUS,KWT,1989,88.420082
AUS,KWT,1990,28
AUS,KWT,1991,37.099998
AUS,KWT,1992,103.6
AUS,KWT,1993,66.448387
AUS,KWT,1994,104.37259
AUS,KWT,1995,89.445953
AUS,KWT,1996,163.992
AUS,KWT,1997,191.21219
AUS,KWT,1998,191.54167
AUS,KWT,1999,245.19803
AUS,KWT,2000,201.03038
AUS,KWT,2001,276.5593
AUS,KWT,2002,314.50623
AUS,KWT,2003,400.54852
AUS,KWT,2004,422.15515
AUS,KWT,2005,395.56363
AUS,KWT,2006,446.80725
AUS,KWT,2007,491.93097
AUS,KWT,2008,467.81161
AUS,KWT,2009,434.06107
AUS,KWT,2010,517.7016
AUS,KWT,2011,698.69165
AUS,KWT,2012,582.28925
AUS,KWT,2013,642.81354
AUS,KWT,2014,607.71259
AUS,MEX,1984,43.099998
AUS,MEX,1985,39.130138
AUS,MEX,1986,35.160278
AUS,MEX,1987,25.598101
AUS,MEX,1988,40.532799
AUS,MEX,1989,45.7435
AUS,MEX,1990,39.231499
AUS,MEX,1991,74.656998
AUS,MEX,1992,115.2921
AUS,MEX,1993,124.146
AUS,MEX,1994,182.53729
AUS,MEX,1995,105.2843
AUS,MEX,1996,141.196
AUS,MEX,1997,183.11481
AUS,MEX,1998,268.84879
AUS,MEX,1999,301.12076
AUS,MEX,2000,336.86319
AUS,MEX,2001,382.74503
AUS,MEX,2002,386.34949
AUS,MEX,2003,472.27594
AUS,MEX,2004,444.20352
AUS,MEX,2005,882.59149
AUS,MEX,2006,986.1994
AUS,MEX,2007,863.89923
AUS,MEX,2008,887.22736
AUS,MEX,2009,866.53119
AUS,MEX,2010,847.35492
AUS,MEX,2011,1082.6096
AUS,MEX,2012,1027.9039
AUS,MEX,2013,569.96216
AUS,MEX,2014,608.88708
AUS,MYS,1984,565.60999
AUS,MYS,1985,498.95001
AUS,MYS,1986,458.44
AUS,MYS,1987,526.89001
AUS,MYS,1988,686.88
AUS,MYS,1989,858.45508
AUS,MYS,1990,1004.6548
AUS,MYS,1991,1175.0375
AUS,MYS,1992,1061.1522
AUS,MYS,1993,1292.8695
AUS,MYS,1994,1766.8262
AUS,MYS,1995,2098.8525
AUS,MYS,1996,2209.7935
AUS,MYS,1997,1961.6509
AUS,MYS,1998,1277.6538
AUS,MYS,1999,1492.2697
AUS,MYS,2000,1592.7748
AUS,MYS,2001,1564.1211
AUS,MYS,2002,1425.3092
AUS,MYS,2003,1263.9915
AUS,MYS,2004,1787.6716
AUS,MYS,2005,2157.2578
AUS,MYS,2006,2425.6184
AUS,MYS,2007,2970.4131
AUS,MYS,2008,3527.1465
AUS,MYS,2009,2695.6594
AUS,MYS,2010,3183.9409
AUS,MYS,2011,4188.2021
AUS,MYS,2012,4730.1807
AUS,MYS,2013,5242.4668
AUS,MYS,2014,6188.7686
AUS,NLD,1984,238.3
AUS,NLD,1985,251.89999
AUS,NLD,1986,312.5
AUS,NLD,1987,397.5
AUS,NLD,1988,371
AUS,NLD,1989,333.71182
AUS,NLD,1990,446.58441
AUS,NLD,1991,395.58282
AUS,NLD,1992,395.52573
AUS,NLD,1993,368.50827
AUS,NLD,1994,398.71756
AUS,NLD,1995,350.72037
AUS,NLD,1996,333.23749
AUS,NLD,1997,297.80246
AUS,NLD,1998,413.57913
AUS,NLD,1999,550.3573
AUS,NLD,2000,977.61389
AUS,NLD,2001,979.38348
AUS,NLD,2002,782.54938
AUS,NLD,2003,845.80719
AUS,NLD,2004,1007.2661
AUS,NLD,2005,1201.5439
AUS,NLD,2006,1473.8684
AUS,NLD,2007,1804.5587
AUS,NLD,2008,1907.8868
AUS,NLD,2009,1468.1082
AUS,NLD,2010,1534.0472
AUS,NLD,2011,2394.45
AUS,NLD,2012,2177.9502
AUS,NLD,2013,1801.0735
AUS,NLD,2014,1991.7705
AUS,NOR,1984,76.050003
AUS,NOR,1985,75.839996
AUS,NOR,1986,85.050003
AUS,NOR,1987,77.839996
AUS,NOR,1988,89.75
AUS,NOR,1989,77.725159
AUS,NOR,1990,66.959541
AUS,NOR,1991,43.991596
AUS,NOR,1992,87.569382
AUS,NOR,1993,88.003387
AUS,NOR,1994,89.361519
AUS,NOR,1995,76.071144
AUS,NOR,1996,136.11047
AUS,NOR,1997,127.46344
AUS,NOR,1998,87.73259
AUS,NOR,1999,89.437309
AUS,NOR,2000,61.656757
AUS,NOR,2001,53.243279
AUS,NOR,2002,60.462517
AUS,NOR,2003,67.681755
AUS,NOR,2004,77.512932
AUS,NOR,2005,82.811287
AUS,NOR,2006,95.564835
AUS,NOR,2007,160.41914
AUS,NOR,2008,127.94054
AUS,NOR,2009,95.461945
AUS,NOR,2010,101.96069
AUS,NOR,2011,101.8192
AUS,NOR,2012,125.51122
AUS,NOR,2013,130.50389
AUS,NOR,2014,146.96022
AUS,NZL,1984,1252.38
AUS,NZL,1985,1025.67
AUS,NZL,1986,980.14001
AUS,NZL,1987,1474.63
AUS,NZL,1988,1587.46
AUS,NZL,1989,1829.925
AUS,NZL,1990,1930.5466
AUS,NZL,1991,1848.8103
AUS,NZL,1992,1941.129
AUS,NZL,1993,2060.1599
AUS,NZL,1994,2562.3523
AUS,NZL,1995,2981.6616
AUS,NZL,1996,3576.918
AUS,NZL,1997,3653.843
AUS,NZL,1998,2743.7527
AUS,NZL,1999,3454.7771
AUS,NZL,2000,3085.9543
AUS,NZL,2001,2925.4585
AUS,NZL,2002,3335.5793
AUS,NZL,2003,4108.8213
AUS,NZL,2004,5163.5625
AUS,NZL,2005,5459.5273
AUS,NZL,2006,5399.0635
AUS,NZL,2007,6361.7666
AUS,NZL,2008,6207.0698
AUS,NZL,2009,4717.8325
AUS,NZL,2010,5568.8359
AUS,NZL,2011,5853.1592
AUS,NZL,2012,5837.668
AUS,NZL,2013,5274.4668
AUS,NZL,2014,5188.1099
AUS,PHL,1984,148.59
AUS,PHL,1985,179.5
AUS,PHL,1986,161.61
AUS,PHL,1987,220.16
AUS,PHL,1988,309.38
AUS,PHL,1989,393.091
AUS,PHL,1990,407.70435
AUS,PHL,1991,420.06601
AUS,PHL,1992,406.65601
AUS,PHL,1993,475.16299
AUS,PHL,1994,632.474
AUS,PHL,1995,825.758
AUS,PHL,1996,790
AUS,PHL,1997,1116.9082
AUS,PHL,1998,682.89514
AUS,PHL,1999,756.81897
AUS,PHL,2000,817.47046
AUS,PHL,2001,645.35156
AUS,PHL,2002,575.42749
AUS,PHL,2003,491.74054
AUS,PHL,2004,579.35785
AUS,PHL,2005,531.05603
AUS,PHL,2006,626.66577
AUS,PHL,2007,717.18506
AUS,PHL,2008,956.79248
AUS,PHL,2009,784.67554
AUS,PHL,2010,922.10034
AUS,PHL,2011,1170.3889
AUS,PHL,2012,1478.6582
AUS,PHL,2013,1072.0703
AUS,PHL,2014,861.66156
AUS,POL,1984,108.47
AUS,POL,1985,100.66897
AUS,POL,1986,82.526398
AUS,POL,1987,139.4261
AUS,POL,1988,175.42
AUS,POL,1989,119.54988
AUS,POL,1990,33.545601
AUS,POL,1991,25.438295
AUS,POL,1992,14.5673
AUS,POL,1993,25.743999
AUS,POL,1994,25.434
AUS,POL,1995,31.983999
AUS,POL,1996,47.689999
AUS,POL,1997,43.058998
AUS,POL,1998,40.495998
AUS,POL,1999,35.083599
AUS,POL,2000,52.696999
AUS,POL,2001,38.717712
