from,to,year,value
BEL,MEX,1997,355.98935
BEL,MEX,1998,370.577
BEL,MEX,1999,293.62943
BEL,MEX,2000,543.77002
BEL,MEX,2001,640.81
BEL,MEX,2002,785.36804
BEL,MEX,2003,667.50342
BEL,MEX,2004,777.23828
BEL,MEX,2005,852.92529
BEL,MEX,2006,891.25391
BEL,MEX,2007,1024.441
BEL,MEX,2008,1255.2867
BEL,MEX,2009,985.1366
BEL,MEX,2010,1095.2579
BEL,MEX,2011,1283.793
BEL,MEX,2012,1371.6393
BEL,MEX,2013,1281.2578
BEL,MEX,2014,1225.4771
BEL,MYS,1984,93.39225
BEL,MYS,1985,84.631126
BEL,MYS,1986,73.10778
BEL,MYS,1987,109.7573
BEL,MYS,1988,121.3779
BEL,MYS,1989,167.05099
BEL,MYS,1990,199.312
BEL,MYS,1991,228.31619
BEL,MYS,1992,276.99719
BEL,MYS,1993,241.1245
BEL,MYS,1994,342.16531
BEL,MYS,1995,431.6265
BEL,MYS,1996,434.7941
BEL,MYS,1997,446.44153
BEL,MYS,1998,299.45688
BEL,MYS,1999,313.47757
BEL,MYS,2000,330.30096
BEL,MYS,2001,324.15906
BEL,MYS,2002,323.86658
BEL,MYS,2003,359.07172
BEL,MYS,2004,404.56387
BEL,MYS,2005,376.1586
BEL,MYS,2006,396.47458
BEL,MYS,2007,515.17444
BEL,MYS,2008,557.22711
BEL,MYS,2009,450.04761
BEL,MYS,2010,624.37378
BEL,MYS,2011,699.10968
BEL,MYS,2012,864.15002
BEL,MYS,2013,1000.7577
BEL,MYS,2014,720.55872
BEL,NLD,1984,6757.73
BEL,NLD,1985,7625.2759
BEL,NLD,1986,10209.16
BEL,NLD,1987,12586.05
BEL,NLD,1988,13810.31
BEL,NLD,1989,13916.6
BEL,NLD,1990,16588.92
BEL,NLD,1991,16774.551
BEL,NLD,1992,17902.699
BEL,NLD,1993,11554.9
BEL,NLD,1994,13996.1
BEL,NLD,1995,16385.84
BEL,NLD,1996,15735.26
BEL,NLD,1997,22074.484
BEL,NLD,1998,22578.17
BEL,NLD,1999,18797.953
BEL,NLD,2000,18646.338
BEL,NLD,2001,18088.156
BEL,NLD,2002,21182.244
BEL,NLD,2003,26786.318
BEL,NLD,2004,31138.254
BEL,NLD,2005,33855.742
BEL,NLD,2006,39341.047
BEL,NLD,2007,45781.293
BEL,NLD,2008,50516.527
BEL,NLD,2009,38667.512
BEL,NLD,2010,42692.363
BEL,NLD,2011,51233.305
BEL,NLD,2012,48961.648
BEL,NLD,2013,49750.207
BEL,NLD,2014,49294.938
BEL,NOR,1984,365.5444
BEL,NOR,1985,413.035
BEL,NOR,1986,565.15601
BEL,NOR,1987,620.78381
BEL,NOR,1988,554.20319
BEL,NOR,1989,571.7583
BEL,NOR,1990,599.37073
BEL,NOR,1991,576.07703
BEL,NOR,1992,586.36938
BEL,NOR,1993,548.93927
BEL,NOR,1994,653.75568
BEL,NOR,1995,892.58209
BEL,NOR,1996,819.52008
BEL,NOR,1997,715.55396
BEL,NOR,1998,809.70337
BEL,NOR,1999,785.47986
BEL,NOR,2000,637.22742
BEL,NOR,2001,624.54858
BEL,NOR,2002,706.98853
BEL,NOR,2003,819.06891
BEL,NOR,2004,1160.8281
BEL,NOR,2005,1420.417
BEL,NOR,2006,1481.9253
BEL,NOR,2007,1655.438
BEL,NOR,2008,1773.7991
BEL,NOR,2009,1333.9672
BEL,NOR,2010,1415.2678
BEL,NOR,2011,1662.4232
BEL,NOR,2012,1760.1733
BEL,NOR,2013,1693.6415
BEL,NOR,2014,1590.7816
BEL,NZL,1984,43.331108
BEL,NZL,1985,42.272732
BEL,NZL,1986,52.698761
BEL,NZL,1987,58.017441
BEL,NZL,1988,53.61515
BEL,NZL,1989,57.689812
BEL,NZL,1990,64.829727
BEL,NZL,1991,49.431519
BEL,NZL,1992,64.223343
BEL,NZL,1993,69.292511
BEL,NZL,1994,79.049667
BEL,NZL,1995,107.5491
BEL,NZL,1996,106.0589
BEL,NZL,1997,127.69448
BEL,NZL,1998,106.61511
BEL,NZL,1999,112.59901
BEL,NZL,2000,110.10055
BEL,NZL,2001,135.35443
BEL,NZL,2002,167.7263
BEL,NZL,2003,198.13071
BEL,NZL,2004,222.83081
BEL,NZL,2005,223.83841
BEL,NZL,2006,191.62727
BEL,NZL,2007,212.19867
BEL,NZL,2008,240.52596
BEL,NZL,2009,166.23045
BEL,NZL,2010,209.04399
BEL,NZL,2011,213.86563
BEL,NZL,2012,230.17116
BEL,NZL,2013,257.68311
BEL,NZL,2014,259.40765
BEL,PHL,1984,85.063011
BEL,PHL,1985,20.726959
BEL,PHL,1986,30.29538
BEL,PHL,1987,46.592499
BEL,PHL,1988,68.340843
BEL,PHL,1989,92.052383
BEL,PHL,1990,103.1386
BEL,PHL,1991,99.92598
BEL,PHL,1992,102.2214
BEL,PHL,1993,104.2711
BEL,PHL,1994,229.42821
BEL,PHL,1995,179.6006
BEL,PHL,1996,181.43159
BEL,PHL,1997,212.9534
BEL,PHL,1998,157.15749
BEL,PHL,1999,140.50275
BEL,PHL,2000,165.83444
BEL,PHL,2001,134.82127
BEL,PHL,2002,137.15816
BEL,PHL,2003,180.50323
BEL,PHL,2004,196.96051
BEL,PHL,2005,213.96452
BEL,PHL,2006,263.83011
BEL,PHL,2007,304.905
BEL,PHL,2008,234.97305
BEL,PHL,2009,206.79207
BEL,PHL,2010,276.18463
BEL,PHL,2011,367.91617
BEL,PHL,2012,317.20618
BEL,PHL,2013,358.40723
BEL,PHL,2014,245.4872
BEL,POL,1984,119.3509
BEL,POL,1985,149.9158
BEL,POL,1986,118.4274
BEL,POL,1987,144.6685
BEL,POL,1988,172.7283
BEL,POL,1989,165.6338
BEL,POL,1990,121.6655
BEL,POL,1991,65.355652
BEL,POL,1992,235.80983
BEL,POL,1993,406.26401
BEL,POL,1994,506.12531
BEL,POL,1995,716.81348
BEL,POL,1996,886.83411
BEL,POL,1997,1115.574
BEL,POL,1998,1322.682
BEL,POL,1999,1297.2899
BEL,POL,2000,1272.165
BEL,POL,2001,1368.8406
BEL,POL,2002,1529.0558
BEL,POL,2003,1781.3848
BEL,POL,2004,2239.0381
BEL,POL,2005,3597.2319
BEL,POL,2006,4064.3823
BEL,POL,2007,5341.5928
BEL,POL,2008,6620.4136
BEL,POL,2009,5047.437
BEL,POL,2010,5954.6533
BEL,POL,2011,6521.5596
BEL,POL,2012,6285.46
BEL,POL,2013,6686.2192
BEL,POL,2014,7221.1055
BEL,PRT,1984,158.58881
BEL,PRT,1985,157.26601
BEL,PRT,1986,265.42169
BEL,PRT,1987,445.3544
BEL,PRT,1988,660.33429
BEL,PRT,1989,701.68793
BEL,PRT,1990,978.20313
BEL,PRT,1991,998.71417
BEL,PRT,1992,1079.403
BEL,PRT,1993,855.31281
BEL,PRT,1994,857.17059
BEL,PRT,1995,1034.722
BEL,PRT,1996,1052.876
BEL,PRT,1997,1270.5345
BEL,PRT,1998,1564.8868
BEL,PRT,1999,1252.8947
BEL,PRT,2000,1158.8522
BEL,PRT,2001,1163.996
BEL,PRT,2002,1157.9304
BEL,PRT,2003,1369.4957
BEL,PRT,2004,1529.0696
BEL,PRT,2005,1856.7599
BEL,PRT,2006,1979.6309
BEL,PRT,2007,2397.9067
BEL,PRT,2008,2722.4248
BEL,PRT,2009,2042.9283
BEL,PRT,2010,2086.0007
BEL,PRT,2011,2095.8845
BEL,PRT,2012,1844.7227
BEL,PRT,2013,1891.7384
BEL,PRT,2014,2076.3545
BEL,SAU,1984,545.16089
BEL,SAU,1985,353.22479
BEL,SAU,1986,321.4729
BEL,SAU,1987,327.17319
BEL,SAU,1988,390.5813
BEL,SAU,1989,290.8772
BEL,SAU,1990,398.79391
BEL,SAU,1991,521.07678
BEL,SAU,1992,585.16577
BEL,SAU,1993,504.94711
BEL,SAU,1994,425.00061
BEL,SAU,1995,483.78879
BEL,SAU,1996,529.4646
BEL,SAU,1997,436.49506
BEL,SAU,1998,370.21762
BEL,SAU,1999,415.97678
BEL,SAU,2000,455.24121
BEL,SAU,2001,504.46854
BEL,SAU,2002,557.15643
BEL,SAU,2003,615.73969
BEL,SAU,2004,594.51599
BEL,SAU,2005,870.2301
BEL,SAU,2006,1301.8597
BEL,SAU,2007,1449.2705
BEL,SAU,2008,1945.8859
BEL,SAU,2009,1597.8225
BEL,SAU,2010,1310.3497
BEL,SAU,2011,2137.73
BEL,SAU,2012,2018.7074
BEL,SAU,2013,2412.7825
BEL,SAU,2014,2249.9348
BEL,SGP,1984,122.5113
BEL,SGP,1985,113.3937
BEL,SGP,1986,101.0194
BEL,SGP,1987,125.9403
BEL,SGP,1988,189.39661
BEL,SGP,1989,279.29391
BEL,SGP,1990,320.05261
BEL,SGP,1991,314.18881
BEL,SGP,1992,419.79309
BEL,SGP,1993,484.23331
BEL,SGP,1994,569.93903
BEL,SGP,1995,692.60632
BEL,SGP,1996,668.93329
BEL,SGP,1997,759.53613
BEL,SGP,1998,610.86835
BEL,SGP,1999,566.28876
BEL,SGP,2000,647.46283
BEL,SGP,2001,628.66553
BEL,SGP,2002,528.66241
BEL,SGP,2003,520.92493
BEL,SGP,2004,722.57324
BEL,SGP,2005,764.15961
BEL,SGP,2006,737.31018
BEL,SGP,2007,862.30359
BEL,SGP,2008,1679.9973
BEL,SGP,2009,914.75092
BEL,SGP,2010,936.20544
BEL,SGP,2011,1244.3778
BEL,SGP,2012,1254.5682
BEL,SGP,2013,1649.1174
BEL,SGP,2014,1643.3009
BEL,SWE,1984,674.04999
BEL,SWE,1985,735.96442
BEL,SWE,1986,956.82111
BEL,SWE,1987,1137.746
BEL,SWE,1988,1394.202
BEL,SWE,1989,1428.101
BEL,SWE,1990,1515.5
BEL,SWE,1991,1500.978
BEL,SWE,1992,1646.252
BEL,SWE,1993,1393.9
BEL,SWE,1994,1681.037
BEL,SWE,1995,2245.2129
BEL,SWE,1996,2262.644
BEL,SWE,1997,2461.3987
BEL,SWE,1998,2953.0261
BEL,SWE,1999,2196.209
BEL,SWE,2000,2698.7739
BEL,SWE,2001,2400.5386
BEL,SWE,2002,2621.3127
BEL,SWE,2003,3493.9631
BEL,SWE,2004,4035.0845
BEL,SWE,2005,4385.5576
BEL,SWE,2006,5295.6895
BEL,SWE,2007,6291.686
BEL,SWE,2008,6489.4038
BEL,SWE,2009,4607.4307
BEL,SWE,2010,5721.0288
BEL,SWE,2011,6813.6899
BEL,SWE,2012,6222.8613
BEL,SWE,2013,6251.814
BEL,SWE,2014,6357.2515
BEL,THA,1984,98.094711
BEL,THA,1985,75.881439
BEL,THA,1986,104.7042
BEL,THA,1987,188.48779
BEL,THA,1988,314.52701
BEL,THA,1989,354.4343
BEL,THA,1990,493.5611
BEL,THA,1991,427.41925
BEL,THA,1992,505.68262
BEL,THA,1993,583.94598
BEL,THA,1994,447.5181
BEL,THA,1995,609.27368
BEL,THA,1996,589.05573
BEL,THA,1997,469.2308
BEL,THA,1998,271.92487
BEL,THA,1999,329.90378
BEL,THA,2000,429.16861
BEL,THA,2001,456.44891
BEL,THA,2002,486.33029
BEL,THA,2003,468.14688
BEL,THA,2004,707.98285
BEL,THA,2005,616.46448
BEL,THA,2006,697.63928
BEL,THA,2007,722.71417
BEL,THA,2008,969.21631
BEL,THA,2009,608.51935
BEL,THA,2010,671.09552
BEL,THA,2011,1079.896
BEL,THA,2012,1104.6102
BEL,THA,2013,967.04639
BEL,THA,2014,1092.8115
BEL,ZAF,1984,236.6458
BEL,ZAF,1985,175.1843
BEL,ZAF,1986,199.1517
BEL,ZAF,1987,270.5708
BEL,ZAF,1988,346.34741
BEL,ZAF,1989,363.59879
BEL,ZAF,1990,365.6665
BEL,ZAF,1991,345.2493
BEL,ZAF,1992,339.82889
BEL,ZAF,1993,282.29941
BEL,ZAF,1994,423.85089
BEL,ZAF,1995,500.01419
BEL,ZAF,1996,498.20941
BEL,ZAF,1997,578.70776
BEL,ZAF,1998,497.16135
BEL,ZAF,1999,443.77612
BEL,ZAF,2000,458.30161
BEL,ZAF,2001,402.83716
BEL,ZAF,2002,406.9342
BEL,ZAF,2003,550.37018
BEL,ZAF,2004,653.6225
BEL,ZAF,2005,819.82709
BEL,ZAF,2006,923.83173
BEL,ZAF,2007,1085.0959
BEL,ZAF,2008,1256.4413
BEL,ZAF,2009,1023.178
BEL,ZAF,2010,1259.7074
BEL,ZAF,2011,1387.1141
BEL,ZAF,2012,1386.4255
BEL,ZAF,2013,1241.7922
BEL,ZAF,2014,1182.059
CAN,AUS,1984,513.03003
CAN,AUS,1985,517.41998
CAN,AUS,1986,523.85999
CAN,AUS,1987,605.84998
CAN,AUS,1988,832.53003
CAN,AUS,1989,1078.0499
CAN,AUS,1990,891.34576
CAN,AUS,1991,715.23694
CAN,AUS,1992,727.8241
CAN,AUS,1993,774.60571
CAN,AUS,1994,888.38562
CAN,AUS,1995,1214.8322
CAN,AUS,1996,1240.27
CAN,AUS,1997,1019.0621
CAN,AUS,1998,1082.9541
CAN,AUS,1999,1150.8376
CAN,AUS,2000,1208.9397
CAN,AUS,2001,994.42114
CAN,AUS,2002,1057.4995
CAN,AUS,2003,1285.8561
CAN,AUS,2004,1490.0381
CAN,AUS,2005,1567.7776
CAN,AUS,2006,1848.3074
CAN,AUS,2007,1883.8945
CAN,AUS,2008,2414.7222
CAN,AUS,2009,1610.2639
CAN,AUS,2010,1754.5221
CAN,AUS,2011,2007.0902
CAN,AUS,2012,2619.1113
CAN,AUS,2013,2130.7356
CAN,AUS,2014,2019.3392
CAN,AUT,1984,81.599998
CAN,AUT,1985,83.800003
CAN,AUT,1986,79.699997
CAN,AUT,1987,108.9
CAN,AUT,1988,151.29376
CAN,AUT,1989,182.67847
CAN,AUT,1990,242.82875
CAN,AUT,1991,225.43286
CAN,AUT,1992,274.6564
CAN,AUT,1993,186.06308
CAN,AUT,1994,375.77322
CAN,AUT,1995,293.50842
CAN,AUT,1996,443.8916
CAN,AUT,1997,402.52496
CAN,AUT,1998,362.9812
CAN,AUT,1999,283.82831
CAN,AUT,2000,446.52179
CAN,AUT,2001,307.74011
CAN,AUT,2002,257.2847
CAN,AUT,2003,302.5376
CAN,AUT,2004,297.71661
CAN,AUT,2005,431.25989
CAN,AUT,2006,369.64169
CAN,AUT,2007,526.09882
CAN,AUT,2008,473.43719
CAN,AUT,2009,387.0466
CAN,AUT,2010,311.61649
CAN,AUT,2011,276.45541
CAN,AUT,2012,280.9353
CAN,AUT,2013,390.6673
CAN,AUT,2014,330.39029
CAN,BEL,1984,306.61139
CAN,BEL,1985,302.7641
CAN,BEL,1986,340.84671
CAN,BEL,1987,550.06879
CAN,BEL,1988,597.27148
CAN,BEL,1989,614.31238
CAN,BEL,1990,628.00562
CAN,BEL,1991,623.78717
CAN,BEL,1992,540.54797
CAN,BEL,1993,431.8638
CAN,BEL,1994,695.21082
CAN,BEL,1995,962.06329
CAN,BEL,1996,789.20691
CAN,BEL,1997,1076.6744
CAN,BEL,1998,1068.9094
CAN,BEL,1999,1250.151
CAN,BEL,2000,1388.9092
CAN,BEL,2001,1321.7
CAN,BEL,2002,1020.06
CAN,BEL,2003,1148.9612
CAN,BEL,2004,1295.1329
CAN,BEL,2005,1339.814
CAN,BEL,2006,1628.3005
CAN,BEL,2007,2480.426
CAN,BEL,2008,2983.1887
CAN,BEL,2009,1921.7401
CAN,BEL,2010,2125.8708
CAN,BEL,2011,2634.9258
CAN,BEL,2012,2222.9377
CAN,BEL,2013,3390.8696
CAN,BEL,2014,3558.3816
CAN,CHE,1984,110.6
CAN,CHE,1985,111.9
CAN,CHE,1986,136.2
CAN,CHE,1987,197.89999
CAN,CHE,1988,206.2
CAN,CHE,1989,242.39531
CAN,CHE,1990,219.19867
CAN,CHE,1991,248.01888
CAN,CHE,1992,258.07553
CAN,CHE,1993,205.81342
CAN,CHE,1994,213.41797
CAN,CHE,1995,325.58224
CAN,CHE,1996,332.8486
CAN,CHE,1997,294.89899
CAN,CHE,1998,466.13528
CAN,CHE,1999,424.79999
CAN,CHE,2000,342.76443
CAN,CHE,2001,301.19708
CAN,CHE,2002,299.50092
CAN,CHE,2003,396.02396
CAN,CHE,2004,539.30432
CAN,CHE,2005,660.42194
CAN,CHE,2006,805.63251
CAN,CHE,2007,951.42285
CAN,CHE,2008,1052.2461
CAN,CHE,2009,759.22388
CAN,CHE,2010,919.96173
CAN,CHE,2011,618.25806
CAN,CHE,2012,682.72632
CAN,CHE,2013,757.87396
CAN,CHE,2014,730.578
CAN,CZE,1993,146.08966
CAN,CZE,1994,67.890022
CAN,CZE,1995,75.599716
CAN,CZE,1996,96.775116
CAN,CZE,1997,92.916573
CAN,CZE,1998,91.155052
CAN,CZE,1999,110.38674
CAN,CZE,2000,104.1338
CAN,CZE,2001,110.8522
CAN,CZE,2002,113.16334
CAN,CZE,2003,141.74554
CAN,CZE,2004,181.69438
CAN,CZE,2005,261.79132
CAN,CZE,2006,226.9088
CAN,CZE,2007,230.6554
CAN,CZE,2008,313.05688
CAN,CZE,2009,207.5394
CAN,CZE,2010,123.833
CAN,CZE,2011,147.59151
CAN,CZE,2012,126.7191
CAN,CZE,2013,161.5621
CAN,CZE,2014,130.8125
CAN,DEU,1990,2792.9578
CAN,DEU,1991,2922.6541
CAN,DEU,1992,2738.8279
CAN,DEU,1993,2397.6797
CAN,DEU,1994,2700.1055
CAN,DEU,1995,3749.311
CAN,DEU,1996,3295.4172
CAN,DEU,1997,2957.9883
CAN,DEU,1998,3129.5957
CAN,DEU,1999,2754.5959
CAN,DEU,2000,3189.9771
CAN,DEU,2001,2976.8701
CAN,DEU,2002,2690.4399
CAN,DEU,2003,2685.7529
CAN,DEU,2004,2970.7781
CAN,DEU,2005,3260.033
CAN,DEU,2006,3493.6128
CAN,DEU,2007,3614.7456
CAN,DEU,2008,4120.7246
CAN,DEU,2009,3520.2466
CAN,DEU,2010,3853.8247
CAN,DEU,2011,5094.7642
CAN,DEU,2012,3795.9761
CAN,DEU,2013,4042.136
CAN,DEU,2014,3473.6187
CAN,DNK,1984,94
CAN,DNK,1985,73.529999
CAN,DNK,1986,87.690002
CAN,DNK,1987,99.519997
CAN,DNK,1988,118.72
CAN,DNK,1989,137.15924
CAN,DNK,1990,141.33598
CAN,DNK,1991,160.76236
CAN,DNK,1992,215.33438
CAN,DNK,1993,130.01511
CAN,DNK,1994,147.76161
CAN,DNK,1995,152.13124
CAN,DNK,1996,163.47865
CAN,DNK,1997,171.20387
CAN,DNK,1998,164.00111
CAN,DNK,1999,228.57401
CAN,DNK,2000,292.24792
CAN,DNK,2001,260.48871
CAN,DNK,2002,228.69733
CAN,DNK,2003,185.25508
CAN,DNK,2004,229.84259
CAN,DNK,2005,274.21259
CAN,DNK,2006,301.90451
CAN,DNK,2007,516.97321
CAN,DNK,2008,491.10931
CAN,DNK,2009,476.4444
CAN,DNK,2010,250.9133
CAN,DNK,2011,297.4856
CAN,DNK,2012,365.64081
CAN,DNK,2013,361.9798
CAN,DNK,2014,253.50999
CAN,ESP,1984,139.23
CAN,ESP,1985,127.36
CAN,ESP,1986,136.53
CAN,ESP,1987,216.45
CAN,ESP,1988,262.51001
CAN,ESP,1989,348.00482
CAN,ESP,1990,435.51273
CAN,ESP,1991,442.24136
CAN,ESP,1992,572.22888
CAN,ESP,1993,392.72226
CAN,ESP,1994,406.27673
CAN,ESP,1995,643.75732
CAN,ESP,1996,560.23303
CAN,ESP,1997,536.58118
CAN,ESP,1998,536.43628
CAN,ESP,1999,549.62769
CAN,ESP,2000,557.1778
CAN,ESP,2001,564.16998
CAN,ESP,2002,564.4809
CAN,ESP,2003,619.39697
CAN,ESP,2004,1035.2502
CAN,ESP,2005,1134.3633
CAN,ESP,2006,886.8476
CAN,ESP,2007,1169.641
CAN,ESP,2008,2033.0713
CAN,ESP,2009,1057.9501
CAN,ESP,2010,1090.0732
CAN,ESP,2011,1376.0261
CAN,ESP,2012,1343.1692
CAN,ESP,2013,1247.0027
CAN,ESP,2014,1122.6582
CAN,FIN,1984,91.650002
CAN,FIN,1985,92.019997
CAN,FIN,1986,81.57
CAN,FIN,1987,103
CAN,FIN,1988,151.09
CAN,FIN,1989,213.96474
CAN,FIN,1990,211.74121
CAN,FIN,1991,135.83618
CAN,FIN,1992,137.41182
CAN,FIN,1993,124.94801
CAN,FIN,1994,162.61899
CAN,FIN,1995,181.61263
CAN,FIN,1996,176.33305
CAN,FIN,1997,187.84534
CAN,FIN,1998,143.00473
CAN,FIN,1999,148.72079
CAN,FIN,2000,133.295
CAN,FIN,2001,162.40559
CAN,FIN,2002,128.3221
CAN,FIN,2003,130.8485
CAN,FIN,2004,174.4528
CAN,FIN,2005,270.62811
CAN,FIN,2006,356.7883
CAN,FIN,2007,771.38568
CAN,FIN,2008,937.84308
CAN,FIN,2009,362.3031
CAN,FIN,2010,419.92761
CAN,FIN,2011,676.96167
CAN,FIN,2012,399.24109
CAN,FIN,2013,281.9126
CAN,FIN,2014,363.28729
CAN,FRA,1984,771.70001
CAN,FRA,1985,781
CAN,FRA,1986,971.59998
CAN,FRA,1987,1091.1
CAN,FRA,1988,1298.7
CAN,FRA,1989,1379.9448
CAN,FRA,1990,1559.4482
CAN,FRA,1991,1693.3524
CAN,FRA,1992,1541.4033
CAN,FRA,1993,1192.7024
CAN,FRA,1994,1597.5964
CAN,FRA,1995,2093.3447
CAN,FRA,1996,1672.1284
CAN,FRA,1997,1707.2042
CAN,FRA,1998,1608.2104
CAN,FRA,1999,1625.4294
CAN,FRA,2000,1929.6907
CAN,FRA,2001,1899.5927
CAN,FRA,2002,2094.5984
CAN,FRA,2003,2244.3374
CAN,FRA,2004,2252.4272
CAN,FRA,2005,2442.6868
CAN,FRA,2006,2323.4661
CAN,FRA,2007,3039.5393
CAN,FRA,2008,3344.2581
CAN,FRA,2009,2679.0813
CAN,FRA,2010,2176.2856
CAN,FRA,2011,2845.3213
CAN,FRA,2012,3074.2891
CAN,FRA,2013,2686.0476
CAN,FRA,2014,2609.6184
CAN,GBR,1984,2162.3999
CAN,GBR,1985,2117
CAN,GBR,1986,2199.7
CAN,GBR,1987,2572.5
CAN,GBR,1988,3632.2151
CAN,GBR,1989,3741.075
CAN,GBR,1990,3984.1719
CAN,GBR,1991,3384.239
CAN,GBR,1992,3336.5237
CAN,GBR,1993,2785.5659
CAN,GBR,1994,2881.3789
CAN,GBR,1995,3757.4038
CAN,GBR,1996,3872.9546
CAN,GBR,1997,4184.5308
CAN,GBR,1998,4315.0205
CAN,GBR,1999,5053.7764
CAN,GBR,2000,6243.3477
CAN,GBR,2001,5455.0342
CAN,GBR,2002,5543.9292
CAN,GBR,2003,6205.0093
CAN,GBR,2004,7826.5825
CAN,GBR,2005,7676.9019
CAN,GBR,2006,9804.751
CAN,GBR,2007,12456.59
CAN,GBR,2008,12923.822
CAN,GBR,2009,10157.775
CAN,GBR,2010,12537.139
CAN,GBR,2011,18682.432
CAN,GBR,2012,17200.621
CAN,GBR,2013,13626.177
CAN,GBR,2014,13677.609
CAN,GRC,1984,28.74
CAN,GRC,1985,30.549999
CAN,GRC,1986,38.220001
CAN,GRC,1987,44.18
CAN,GRC,1988,56.198048
CAN,GRC,1989,75.048615
CAN,GRC,1990,65.744247
CAN,GRC,1991,68.505959
CAN,GRC,1992,55.481121
CAN,GRC,1993,61.764999
CAN,GRC,1994,58.790894
CAN,GRC,1995,95.859093
CAN,GRC,1996,108.6
CAN,GRC,1997,114.38017
CAN,GRC,1998,131.26341
CAN,GRC,1999,102.3378
CAN,GRC,2000,94.797699
CAN,GRC,2001,89.011703
CAN,GRC,2002,92.417
CAN,GRC,2003,137.7802
CAN,GRC,2004,164.91451
CAN,GRC,2005,132.3241
CAN,GRC,2006,120.377
CAN,GRC,2007,209.9726
CAN,GRC,2008,196.5296
CAN,GRC,2009,140.9021
CAN,GRC,2010,84.789803
CAN,GRC,2011,68.906998
CAN,GRC,2012,119.6267
CAN,GRC,2013,92.1418
CAN,GRC,2014,62.820999
CAN,HKG,1990,348.6
CAN,HKG,1991,422.34
CAN,HKG,1992,501.94
CAN,HKG,1993,638.43
CAN,HKG,1994,853.63
CAN,HKG,1995,1218.88
CAN,HKG,1996,1173.12
CAN,HKG,1997,1353.85
CAN,HKG,1998,1194.23
CAN,HKG,1999,994.76
CAN,HKG,2000,1396.66
CAN,HKG,2001,1184.35
CAN,HKG,2002,1055.39
CAN,HKG,2003,1076.06
CAN,HKG,2004,1203.58
CAN,HKG,2005,1223.13
CAN,HKG,2006,1425.02
CAN,HKG,2007,1486.54
CAN,HKG,2008,1542.45
CAN,HKG,2009,1203.68
CAN,HKG,2010,1577.9
CAN,HKG,2011,1807.31
CAN,HKG,2012,1731.71
CAN,HKG,2013,1814.26
CAN,HKG,2014,1692.85
CAN,HKG,2015,2894.37
CAN,HKG,2016,1954.09
CAN,HKG,2017,1673.45
CAN,HKG,2018,2223.35
CAN,HKG,2019,3020.47
CAN,HUN,1984,17.690001
CAN,HUN,1985,24.48
CAN,HUN,1986,13.21
CAN,HUN,1987,14.21
CAN,HUN,1988,10.01
CAN,HUN,1989,7.6768241
CAN,HUN,1990,10.45789
CAN,HUN,1991,21.200001
CAN,HUN,1992,38.200001
CAN,HUN,1993,33.099998
CAN,HUN,1994,34
CAN,HUN,1995,42
CAN,HUN,1996,47.146999
CAN,HUN,1997,88.370003
CAN,HUN,1998,105.986
CAN,HUN,1999,63.478001
CAN,HUN,2000,76.400002
CAN,HUN,2001,68.112999
CAN,HUN,2002,100.851
CAN,HUN,2003,128.116
CAN,HUN,2004,83.943001
CAN,HUN,2005,140.17599
CAN,HUN,2006,114.1934
CAN,HUN,2007,126.5427
CAN,HUN,2008,139.3522
CAN,HUN,2009,107.9092
CAN,HUN,2010,98.184502
CAN,HUN,2011,130.7104
CAN,HUN,2012,123.7991
CAN,HUN,2013,123.7836
CAN,HUN,2014,109.0102
CAN,IDN,1984,318.79999
CAN,IDN,1985,198.10001
CAN,IDN,1986,214.3
CAN,IDN,1987,303
CAN,IDN,1988,294.5
CAN,IDN,1989,310.46762
CAN,IDN,1990,407.81448
CAN,IDN,1991,354.33115
CAN,IDN,1992,459.33078
CAN,IDN,1993,409.99561
CAN,IDN,1994,496.776
CAN,IDN,1995,810.664
CAN,IDN,1996,785.617
CAN,IDN,1997,682.36414
CAN,IDN,1998,504.15311
CAN,IDN,1999,421.17764
CAN,IDN,2000,638.32874
CAN,IDN,2001,356.50751
CAN,IDN,2002,411.92068
CAN,IDN,2003,321.83133
CAN,IDN,2004,551.74585
CAN,IDN,2005,698.02856
CAN,IDN,2006,666.51093
CAN,IDN,2007,1055.5802
CAN,IDN,2008,1871.6832
CAN,IDN,2009,992.50031
CAN,IDN,2010,1108.4161
CAN,IDN,2011,2015.8264
CAN,IDN,2012,1810.7461
CAN,IDN,2013,2067.4712
CAN,IDN,2014,1860.1979
CAN,IND,1984,395.56146
CAN,IND,1985,444.72562
CAN,IND,1986,306.37943
CAN,IND,1987,204.86827
CAN,IND,1988,275.06152
CAN,IND,1989,248.42285
CAN,IND,1990,311.44357
CAN,IND,1991,275.061
CAN,IND,1992,413.96478
CAN,IND,1993,209.09041
CAN,IND,1994,246.31155
CAN,IND,1995,322.98001
CAN,IND,1996,321.8851
CAN,IND,1997,394.02499
CAN,IND,1998,394.42499
CAN,IND,1999,381.77499
CAN,IND,2000,392.95001
CAN,IND,2001,515.59314
CAN,IND,2002,557.07654
CAN,IND,2003,685.98804
CAN,IND,2004,735.32233
CAN,IND,2005,883.83185
CAN,IND,2006,1563.0244
CAN,IND,2007,1923.495
CAN,IND,2008,2331.5652
CAN,IND,2009,2117.7092
CAN,IND,2010,2072.2073
CAN,IND,2011,2605.5796
CAN,IND,2012,2811.5117
CAN,IND,2013,3019.4602
